Date,Algerian Dinar,Australian Dollar,Bahrain Dinar,Bolivar Fuerte,Botswana Pula,Brazilian Real,Brunei Dollar,Canadian Dollar,Chilean Peso,Chinese Yuan,Colombian Peso,Czech Koruna,Danish Krone,Euro,Hungarian Forint,Icelandic Krona,Indian Rupee,Indonesian Rupiah,Iranian Rial,Israeli New Sheqel,Japanese Yen,Kazakhstani Tenge,Korean Won,Kuwaiti Dinar,Libyan Dinar,Malaysian Ringgit,Mauritian Rupee,Mexican Peso,Nepalese Rupee,New Zealand Dollar,Norwegian Krone,Nuevo Sol,Pakistani Rupee,Peso Uruguayo,Philippine Peso,Polish Zloty,Qatar Riyal,Rial Omani,Russian Ruble,Saudi Arabian Riyal,Singapore Dollar,South African Rand,Sri Lanka Rupee,Swedish Krona,Swiss Franc,Thai Baht,Trinidad And Tobago Dollar,Tunisian Dinar,U.A.E. Dirham,U.K. Pound Sterling,U.S. Dollar
2001-3-5,,0.5264,0.376,,0.1836,2.0347,1.755,1.5473,527.86,8.2777,2264.09,,8.0205,0.9305,286.06,85.8,46.56,,1757.57,,119.3,,,,0.661999,3.8,,,74.0,0.4355,8.8404,,60.3232,,,,3.64,0.3845,,3.745,1.755,7.7435,86.0931,9.7325,1.652,43.507,6.2678,,3.6725,1.4701,1.0
2001-3-6,,0.5218,0.376,,0.1821,2.0224,,1.538,,8.2778,2259.07,,8.0535,0.9279,287.4,86.07,,,,,118.7,,,,0.661999,3.8,,,74.0,0.43325,8.8711,,60.3232,,,,3.64,0.3845,,3.745,,7.8675,,9.7425,1.6581,43.397,6.2629,,3.6725,1.4673,1.0
2001-3-7,,0.5133,0.376,,0.1813,2.02,1.7545,1.549,527.85,8.2773,2260.33,,7.9916,0.9307,285.11,85.77,46.52,,1752.637986,,119.3,,,,0.661999,3.8,,,74.0,0.42945,8.8272,,60.3232,,,,3.64,0.3845,,3.745,1.7545,7.8615,86.019,9.6925,1.6483,43.517,6.2685,,3.6725,1.4635,1.0
2001-3-8,,0.5093,0.376,,0.1823,2.0383,1.758,1.5492,527.86,8.277,2262.06,,8.004,0.9312,285.43,85.67,46.54,,1751.875461,,120.2,,,,0.661999,3.8,,,74.0,0.42285,8.8284,,60.3232,,,,3.64,0.3845,,3.745,1.758,7.7315,85.9887,9.725,1.6548,43.61,6.2607,,3.6725,1.4678,1.0
2001-3-9,,0.5121,0.376,,0.1841,2.0377,1.7553,1.5483,527.68,8.2774,2262.55,,7.9861,0.9357,284.14,85.63,46.53,,,,119.5,,,,0.661999,3.8,,,74.0,0.4238,8.771,,60.3047,,,,3.64,0.3845,,3.745,1.7553,7.7255,,9.72,1.6511,43.52,6.2593,,3.6725,1.4648,1.0
2001-3-12,,0.5084,0.376,,0.1831,2.0591,1.7605,1.5508,528.54,8.2784,2264.01,,8.0225,0.9272,286.02,86.03,46.55,,1758.829703,,120.45,,,0.30633,0.661999,3.8,,,74.0,0.4195,8.8676,,60.3047,,,,3.64,0.3845,,3.745,1.7605,7.7345,85.8593,9.7725,1.6615,,6.262,,3.6725,1.4641,1.0
2001-3-13,,0.5076,0.376,,0.1819,2.0544,1.762,1.5471,529.08,8.2783,,,8.0906,0.9202,288.48,86.53,46.61,,1756.431386,,120.18,,,0.3066,0.661999,3.8,,,74.0,0.42135,8.9486,,60.3047,,,,3.64,0.3845,,3.745,1.762,7.8075,85.5471,9.93,1.6674,43.668,6.2673,,3.6725,1.4533,1.0
2001-3-14,,0.5027,0.376,,0.1817,2.0614,1.7591,1.5533,529.23,8.2778,2275.92,,8.1712,0.9182,291.7,86.84,46.69,,,,119.68,,,0.30708,0.661999,3.8,,,74.0,0.41865,8.9447,,60.3047,,,,3.64,0.3845,,3.745,1.7591,7.8785,85.4607,10.035,1.6787,43.554,6.2725,,3.6725,1.4532,1.0
2001-3-15,,0.4956,0.376,,0.1804,2.0755,1.767,1.5596,530.41,8.2776,2282.01,,8.2083,0.9064,,87.3,46.65,,1762.605194,,120.85,,,0.30732,0.661999,3.8,,,74.0,0.41185,9.0286,,60.3047,,,,3.64,0.3845,,3.745,1.767,7.8745,85.4785,10.0775,1.6959,43.832,6.2627,,3.6725,1.4429,1.0
2001-3-16,,0.4944,0.376,,0.18,2.0856,1.7705,1.567,531.51,8.2771,2281.02,,8.3477,0.8947,,88.39,46.67,,1773.742713,,122.45,,,,0.661999,3.8,,,74.0,0.41175,9.131,,60.42325,,,,3.64,0.3845,,3.745,1.7705,7.8875,85.5013,10.155,1.7164,43.959,6.2652,,3.6725,1.4311,1.0
2001-3-19,,0.4978,0.376,,0.1791,2.1209,1.7705,,531.18,8.2772,,,8.3033,0.8996,296.8,87.92,46.69,,1748.715719,,123.3,,,0.30814,0.661999,3.8,,,74.0,0.41975,9.0296,,60.42325,,,,3.64,0.3845,,3.745,1.7705,7.9745,85.4975,10.2075,1.7053,43.969,6.2674,,3.6725,1.4323,1.0
2001-3-20,,0.5005,0.376,,0.1786,2.1269,1.7725,1.5607,531.07,8.2772,2282.96,,8.2607,0.902,294.74,87.74,46.7,,,,,,,0.30814,0.661999,3.8,,,74.0,0.41975,9.0094,,60.42325,,,,3.64,0.3845,,3.745,1.7725,7.9965,85.4974,10.1325,1.6999,43.931,6.2517,,3.6725,1.4306,1.0
2001-3-21,,0.5014,0.376,,0.1787,2.0921,1.7763,1.5726,531.56,8.2771,2282.17,,8.3118,0.899,296.56,87.99,46.7,,,,123.25,,,0.30766,0.661999,3.8,,,74.0,0.42145,9.0362,,60.42325,,,4.1174,3.64,0.3845,,3.745,1.7763,,85.5254,10.125,1.7061,44.092,6.2602,,3.6725,1.4284,1.0
2001-3-22,,0.4927,0.376,,0.1774,2.0992,1.782,1.5732,532.31,8.2768,2284.04,,8.3944,0.8889,299.47,88.59,46.68,,,,123.65,,,0.3081,0.661999,3.8,,,74.0,0.41515,9.1309,,60.42325,,,4.1394,3.64,0.3845,,3.745,1.782,8.0445,85.5325,10.335,1.7155,44.365,6.2647,,3.6725,1.4212,1.0
2001-3-23,,0.4945,0.376,,0.1791,2.1411,1.7828,1.5664,531.99,8.2773,2290.02,,8.3613,0.8922,298.62,88.3,46.67,,,,123.1,,,,0.661999,3.8,,,74.0,0.41795,9.0624,,60.42325,,,4.1323,3.64,0.3845,,3.745,1.7828,7.9285,85.6244,10.3675,1.714,,6.2612,,3.6725,1.4247,1.0
2001-3-26,,0.4926,0.376,,0.1788,2.1578,1.7908,1.5547,532.15,8.2771,,,8.3686,0.8935,298.69,88.75,,,1752.804787,,123.5,,,0.3081,0.661999,3.8,,,74.25,0.40535,9.0464,,60.83015,,,4.114,3.64,0.3845,,3.745,1.7908,7.9565,85.6025,10.2275,1.7168,44.354,6.2574,,3.6725,1.432,1.0
2001-3-27,,0.4988,0.376,,0.1787,2.1365,1.79,1.5693,532.0,8.2773,2293.99,,8.3324,0.8952,297.84,89.26,46.63,,1750.230605,,122.5,,,0.30787,0.661999,3.8,,,74.25,0.41135,9.0315,,60.83015,,,4.1081,3.64,0.3845,,3.745,1.79,7.9565,85.7539,10.2175,1.7153,44.303,6.2641,,3.6725,1.4333,1.0
2001-3-28,,0.4994,0.376,,0.1782,2.1228,1.7905,1.567,532.34,8.2777,2299.68,,8.4085,0.886,299.48,92.21,46.62,,1755.800547,,121.9,,1307.5,0.30787,0.661999,3.8,,,74.25,0.41145,9.1208,,60.83015,,,4.1171,3.64,0.3845,,3.745,1.7905,8.0015,85.9391,10.2175,1.7258,44.338,6.266,,3.6725,1.4297,1.0
2001-3-29,,0.4934,0.376,,0.1784,2.1162,1.7985,1.5722,532.87,8.2779,2303.86,,8.4091,0.884,301.05,90.43,46.66,,1754.138477,4.217,122.4,,1303.3,0.30801,0.661999,3.8,,,74.25,0.41125,9.1233,,60.83015,,,4.0905,3.64,0.3845,,3.745,1.7985,7.9915,86.2995,10.4125,1.723,44.67,6.264,,3.6725,1.4408,1.0
2001-3-30,,0.489,0.376,,0.1781,2.1361,1.8005,1.5774,532.87,8.2777,2309.83,,8.4719,0.8832,302.79,91.35,46.64,,1762.77188,4.192,124.6,,1314.0,,0.661999,3.8,,,74.25,0.40345,9.1225,,60.92725,,,4.1,3.64,0.3845,,3.745,1.8005,8.0145,86.7923,10.3875,1.7317,44.868,,,3.6725,1.4255,1.0
2001-4-2,,0.4857,0.376,,0.1771,2.1608,1.8081,1.5749,534.03,8.2776,2310.57,,8.5079,0.8772,304.06,92.05,,,,4.216,126.3,,1328.0,0.30848,0.661999,3.8,,,,0.40205,9.186,,60.92725,,,4.1047,3.64,0.3845,,3.745,1.8081,,86.7796,10.41,1.7389,45.139,6.2704,,3.6725,1.4216,1.0
2001-4-3,,0.4833,0.376,,0.1765,2.1576,1.8125,1.5789,533.55,8.2772,2304.19,,8.4339,0.8845,300.85,92.08,46.64,,1748.102081,4.226,126.45,,1342.3,0.30826,0.661999,3.8,,,74.25,0.39985,9.1549,,60.92725,,,4.0684,3.64,0.3845,,3.745,1.8125,8.1185,86.9621,10.365,1.729,45.161,6.255,,3.6725,1.4215,1.0
2001-4-4,,0.4874,0.376,,0.1776,2.1724,1.8114,1.5694,532.27,8.2771,2308.64,,8.3283,0.9032,297.82,92.01,46.63,,1748.102081,4.212,125.95,,1345.4,0.30753,0.661999,3.8,,,74.25,0.40315,9.0583,,60.92725,,,4.0488,3.64,0.3845,,3.745,1.8114,8.0455,87.3042,10.31,1.697,45.351,6.2521,,3.6725,1.4317,1.0
2001-4-5,,0.4923,0.376,,0.1777,2.1624,1.8125,1.5787,532.36,8.2768,2315.81,,8.2979,0.902,295.55,92.53,,,1748.102081,4.186,124.7,,,0.307,0.661999,3.8,,,74.25,0.40795,9.0543,,60.92725,,,4.0226,3.64,0.3845,,3.745,1.8125,8.0535,87.6785,10.165,1.6976,45.346,6.2498,,3.6725,1.4356,1.0
2001-4-6,,0.4931,0.376,,0.177,2.1581,1.8145,1.5613,532.33,8.2767,2317.46,,8.2903,0.894,296.6,92.61,,,1748.102081,4.187,125.2,,1351.5,,0.661999,3.8,,,74.25,0.40505,9.0923,,61.5804,,,4.019,3.64,0.3845,,3.745,1.8145,8.0865,87.805,10.165,1.7047,,6.2452,,3.6725,1.4298,1.0
2001-4-9,,0.4947,0.376,,0.1777,2.1513,1.8163,1.5642,532.62,8.277,2318.58,,8.266,0.9018,295.44,92.33,46.55,,1749.426025,4.186,124.85,,1346.8,0.307,0.661999,3.8,,,74.25,0.40545,9.0275,,61.5804,,,3.9988,3.64,0.3845,,3.745,1.8163,8.0535,87.7173,10.105,1.6975,45.727,6.2516,,3.6725,1.4441,1.0
2001-4-10,,0.4943,0.376,,0.1776,2.1634,1.816,1.5562,532.94,8.2769,2315.21,,8.3218,0.8945,297.59,92.66,46.56,,1754.436114,4.167,124.9,,1340.6,0.3072,0.661999,3.8,,,74.25,0.40095,9.0604,,61.5804,,,4.0109,3.64,0.3845,,3.745,1.816,8.0445,87.6882,10.185,1.7074,45.564,6.2392,,3.6725,1.4419,1.0
2001-4-11,,0.499,0.376,,0.1778,2.1414,1.8047,1.562,533.88,8.2769,2309.84,,8.3852,0.884,300.17,92.85,46.58,,1757.048741,4.168,124.0,,1337.5,0.30742,0.661999,3.8,,,74.25,0.40345,9.0899,,61.5804,,,4.0322,3.64,0.3845,,3.745,1.8047,8.0115,87.4969,10.1425,1.7166,45.395,6.2431,,3.6725,1.4362,1.0
2001-4-12,,0.5049,0.376,,0.1782,2.1376,1.8088,1.5599,533.18,8.2772,,,,0.8849,301.05,,46.89,,1752.893558,4.177,123.0,,1322.5,0.30742,0.661999,3.8,,,74.25,0.40565,,,61.5804,,,4.0273,3.64,0.3845,,3.745,1.8088,8.0115,87.5561,10.18,1.7164,45.401,6.2393,,3.6725,1.4361,1.0
2001-4-13,,,0.376,,0.178,,,,,8.2769,,,,,,,,,1752.188072,,124.2,,1325.1,,0.661999,3.8,,,74.5,,,,60.3138,,,4.01,3.64,0.3845,,3.745,,,,,,,,,3.6725,1.4361,1.0
2001-4-16,,,0.376,,,2.1565,1.8068,1.5621,534.0,8.2769,2314.07,,,,,,46.96,,1752.188072,4.175,124.65,,1322.8,0.30742,0.661999,3.8,,,,,,,60.3138,,,,3.64,0.3845,,3.745,1.8068,,87.5563,,,,,,3.6725,1.4361,1.0
2001-4-17,,0.5112,0.376,,0.1762,2.1817,1.8093,1.5579,534.2,8.2775,2320.18,,8.4691,0.8791,302.81,93.71,46.97,,1752.188072,4.202,124.45,,1331.7,0.30742,0.661999,3.8,,,,0.40885,9.1548,,60.3138,,,4.0376,3.64,0.3845,,3.745,1.8093,,87.6502,10.2125,1.7338,45.53,6.2559,,3.6725,1.4312,1.0
2001-4-18,,0.5008,0.376,,0.1762,2.188,1.8051,1.5693,534.19,8.2775,2319.57,,8.4714,0.8778,302.78,94.01,46.84,,1751.898368,4.171,122.85,,1324.2,0.30742,0.661999,3.8,,,74.75,0.40195,9.1809,,60.3138,,,4.0238,3.64,0.3845,,3.745,1.8051,8.1615,87.7189,10.2325,1.7386,,6.248,,3.6725,1.426,1.0
2001-4-19,,0.5034,0.376,,0.176,2.1742,1.8008,1.5472,533.27,8.2773,2316.91,,8.4519,0.8827,302.18,,46.84,,1751.898368,4.163,122.1,,1313.7,0.30742,0.661999,3.8,,,74.75,0.405,9.1316,,60.3138,,,3.9982,3.64,0.3845,,3.745,1.8008,8.1465,87.7128,10.1625,1.732,45.422,6.2485,,3.6725,1.4303,1.0
2001-4-20,,0.5155,0.376,,0.1762,,1.809,1.5434,532.63,8.2775,2327.08,,8.29,0.8989,297.2,93.15,46.85,,1735.750602,4.153,121.6,,1298.6,,0.661999,3.8,,,,0.41085,9.0366,,61.3019,,,3.9807,3.64,0.3845,,3.745,1.809,8.1585,87.7781,10.0525,1.7005,45.165,6.2411,,3.6725,1.443,1.0
2001-4-23,,0.5048,0.376,,0.1766,2.2356,1.8123,1.5464,532.5,8.277,2329.73,,8.2766,0.9002,295.7,93.56,46.79,,1752.490971,4.153,122.05,,1309.2,0.30657,0.661999,3.8,,,74.75,0.41545,9.0497,,61.3019,,,4.0384,3.64,0.3845,,3.745,1.8123,8.1565,87.9495,10.0875,1.7021,45.601,6.2375,,3.6725,1.4416,1.0
2001-4-24,,0.5068,0.376,,0.1771,2.2578,1.81,1.5482,532.71,8.2769,2334.38,,8.3177,0.8973,297.8,94.64,46.84,,1752.490971,4.152,121.55,,1314.5,0.30683,0.661999,3.8,,,74.75,0.41025,9.0795,,61.3019,,,4.073,3.64,0.3845,,3.745,1.81,8.1115,88.1382,10.175,1.7051,45.458,6.2431,,3.6725,1.4376,1.0
2001-4-25,,,0.376,,0.1771,2.253,1.8133,1.5473,532.86,8.2767,2339.16,,8.3619,0.8947,299.01,94.18,46.85,,1756.183205,4.157,122.2,,1310.3,0.30713,0.661999,3.8,,,,,9.1232,,61.3019,,,4.0235,3.64,0.3845,,3.745,1.8133,8.1135,88.6138,10.2975,1.7136,45.571,6.2335,,3.6725,1.4355,1.0
2001-4-26,,0.5067,0.376,,0.1781,2.3003,1.8205,1.5451,532.77,8.2769,2345.21,,8.3264,0.9013,298.33,94.12,46.85,,1750.19642,,122.1,,1310.6,0.30693,0.661999,3.8,,,74.75,0.41045,9.0608,,61.3019,,,4.0164,3.64,0.3845,,3.745,1.8205,8.0345,88.9504,10.1975,1.7078,45.663,6.234,,3.6725,1.4397,1.0
2001-4-27,,0.5113,0.376,,0.1786,2.2533,1.8195,1.5417,533.67,8.2773,2345.57,,8.2798,0.9023,296.3,94.13,46.86,,1750.19642,4.154,123.45,,1309.8,,0.661999,3.8,,,74.75,0.41315,9.038,,61.2379,,,3.9622,3.64,0.3845,,3.745,1.8195,,89.1152,10.135,1.7025,45.72,6.2359,,3.6725,1.4431,1.0
2001-4-30,,0.5088,0.376,,0.1783,2.2172,1.8185,1.5356,534.17,8.2773,2346.73,,8.3899,0.8876,,96.61,46.86,,1750.19642,4.139,,,1324.7,0.30742,0.704027,3.8,,,74.75,0.41205,9.1173,,61.2218,,,3.9761,3.64,0.3845,,3.75,1.8185,8.0065,89.4968,10.195,1.7327,45.584,6.2259,,3.6725,1.4318,1.0
2001-5-1,,0.5127,0.376,,0.1782,,,1.5338,,8.2774,2341.09,,8.4185,,,,46.86,,1750.19642,4.141,123.2,,,0.30742,0.704027,,,,74.75,0.41405,,,61.2218,,,,3.64,0.3845,,3.75,,,,,,,6.2294,,3.6725,1.4273,1.0
2001-5-2,,0.5202,0.376,,0.1778,2.1839,1.818,1.5309,533.79,8.2774,2341.09,,8.3825,0.8907,300.64,100.19,46.81,,1747.99,4.144,122.1,,1321.1,0.30709,0.704027,3.8,,,74.75,0.42035,9.0973,,61.2218,,,3.9497,3.64,0.3845,,3.75,1.818,8.0415,90.1543,10.2225,1.7305,45.497,6.227,,3.6725,1.4303,1.0
2001-5-3,,0.5199,0.376,,0.1779,2.2231,1.818,1.5329,533.29,8.2774,2345.96,,8.3563,0.8903,299.48,102.39,46.85,,1752.29,4.146,,,1304.5,0.30709,0.704027,3.8,,,74.75,0.42275,9.0969,,61.2218,,,,3.64,0.3845,,3.75,1.818,8.0835,92.5363,10.1925,1.7327,45.396,6.2228,,3.6725,1.4303,1.0
2001-5-4,,0.5175,0.376,,0.178,2.2345,1.8211,1.5349,533.0,8.2774,2349.95,,8.3645,0.8939,293.28,102.74,46.83,,1749.99,4.149,,,1295.3,,0.704027,3.8,,,74.75,0.42205,9.053,,61.4241,,,3.9552,3.64,0.3845,,3.75,1.8211,8.0635,92.4667,10.2375,1.7297,45.514,6.2253,,3.6725,1.4336,1.0
2001-5-7,,0.5184,0.376,,0.1781,,,1.5403,533.67,8.2774,2354.47,,8.3695,0.8919,291.32,101.57,,,1751.491719,4.149,121.68,,1293.1,0.30709,0.704027,3.8,,,,0.42155,9.0582,,61.4241,,,3.9443,3.64,0.3845,,3.75,,8.0365,,10.21,1.7291,,6.2334,,3.6725,,1.0
2001-5-8,,0.5184,0.376,,0.1779,2.1949,1.824,1.5444,534.44,8.2785,,,8.4154,0.8866,293.23,100.78,46.81,,1757.113619,4.146,121.65,,1302.2,0.30709,0.704027,3.8,,,74.75,0.42075,9.0841,,61.4241,,,3.9475,3.64,0.3845,,3.75,1.824,8.0215,,10.28,1.7385,,6.2298,,3.6725,1.4339,1.0
2001-5-9,,0.5198,0.376,,0.1791,2.2311,1.825,1.5404,534.45,8.2775,2359.22,,8.4513,0.8827,292.15,97.94,46.83,,1756.62426,4.145,121.65,,1298.1,0.3074,0.704027,3.8,,,74.75,0.42135,9.1084,,61.4241,,,3.9528,3.64,0.3845,,3.75,1.825,7.9335,91.0013,10.3175,1.7447,45.562,6.2177,,3.6725,1.425,1.0
2001-5-10,,0.5231,0.376,,0.1793,2.2578,1.821,1.539,534.71,8.2771,2359.98,,8.414,0.885,291.77,97.51,46.85,,,4.144,122.15,,1303.6,0.3074,0.704027,3.8,,,74.75,0.42575,9.1198,,61.4241,,,3.9741,3.64,0.3845,,3.75,1.821,,89.8083,10.2225,1.737,,6.2175,,3.6725,1.4235,1.0
2001-5-11,,0.5244,0.376,,0.1785,2.2687,1.8141,1.5503,534.98,8.2771,2359.79,,,0.8773,292.58,98.65,46.87,,1757.93,4.148,122.5,,1306.2,,0.704027,3.8,,,74.75,0.42475,9.14,,61.31735,,,3.9678,3.64,0.3845,,3.75,1.8141,7.9575,89.7375,10.2325,1.7511,45.469,6.2201,,3.6725,1.4169,1.0
2001-5-14,,0.5187,0.376,,0.1781,2.2855,1.8157,1.554,535.58,8.2771,2367.3,,8.5335,0.8745,293.73,98.14,46.9,,1754.529303,4.15,122.68,,1301.7,0.30776,0.704027,3.8,,,74.75,0.42145,9.1366,,61.31735,,,4.0306,3.64,0.3845,,3.75,1.8157,7.9885,89.7931,10.2575,1.7528,45.497,6.2091,,3.6725,1.4188,1.0
2001-5-15,,0.5188,0.376,,0.1784,2.3054,1.8183,1.5491,535.44,8.2769,,39.28,8.5223,0.8768,294.46,99.01,47.0,,1751.998455,4.152,123.25,,1297.4,0.30794,0.704027,3.8,,,74.75,0.41625,9.1458,,61.31735,,,4.0174,3.64,0.3845,,3.75,1.8183,7.9815,89.8708,10.2925,1.7458,45.526,6.2267,,3.6725,1.4178,1.0
2001-5-16,,0.5206,0.376,,0.1783,2.3376,1.8148,1.5399,534.89,8.2769,2376.93,38.884,8.4508,0.8834,292.39,99.68,46.93,,1748.297404,4.147,123.9,,1304.0,0.30794,0.704027,3.8,,,74.75,0.41885,9.0938,,61.31735,,,3.9827,3.64,0.3845,,3.75,1.8148,7.9865,90.3424,10.2425,1.7365,45.423,6.2321,,3.6725,1.4276,1.0
2001-5-17,,0.5248,0.376,,0.1781,2.3211,1.8082,1.5358,535.23,8.2767,2378.21,38.816,8.4462,0.8815,291.69,99.81,46.94,,1751.057028,4.137,123.25,,1307.2,0.30751,0.704027,3.8,,,74.75,0.42265,,,61.31735,,,3.9656,3.64,0.3845,,3.75,1.8082,7.9685,90.3163,10.225,1.7358,45.273,6.2377,,3.6725,1.4317,1.0
2001-5-18,,0.5271,0.376,,0.179,2.3028,1.8065,1.533,535.68,8.2768,2378.41,39.031,8.4922,0.8777,293.4,100.44,46.94,,1755.044442,4.138,122.65,,1302.5,,0.704027,3.8,,,74.75,0.42625,9.0697,,61.60005,,,3.9693,3.64,0.3845,,3.75,1.8065,7.9445,90.466,10.225,1.7494,45.407,6.2345,,3.6725,1.4284,1.0
2001-5-21,,0.5294,0.376,,0.1796,2.2933,1.8108,,,8.2778,2348.88,39.192,8.5143,0.8754,295.19,,46.96,,1752.852677,4.142,123.45,,1299.2,0.30751,0.704027,3.8,,,,0.42905,9.0599,,61.60005,,,3.979,3.64,0.3845,,3.75,1.8108,7.8755,90.4557,10.2425,1.7508,45.616,6.2424,,3.6725,1.4359,1.0
2001-5-22,,0.5267,0.376,,0.179,2.327,1.8088,1.5407,536.24,8.2774,2314.75,39.354,8.5691,0.8685,296.04,,47.02,,1755.258028,4.138,122.85,,1302.9,0.30751,0.704027,3.8,,,74.75,0.42625,9.1324,,61.60005,,,3.9813,3.64,0.3845,,3.75,1.8088,7.9135,90.4936,10.2375,1.7601,45.575,6.2393,,3.6725,1.4348,1.0
2001-5-23,,0.5193,0.376,,0.1789,2.3054,1.8092,1.5458,536.51,8.2771,2316.72,39.915,8.6982,0.8585,299.88,101.3,46.99,,1759.995772,4.133,121.6,,1294.8,0.30786,0.704027,3.8,,,,0.42325,9.2533,,61.60005,,,3.9992,3.64,0.3845,,3.75,1.8092,7.9315,90.6279,10.4325,1.7788,45.506,6.2385,,3.6725,1.4227,1.0
2001-5-24,,0.5129,0.376,,0.1787,2.3419,1.8045,1.5473,536.43,8.277,2295.23,39.922,,0.8604,299.42,,46.98,,1757.384817,4.127,120.0,,1286.6,0.30798,0.704027,3.8,,,74.75,0.41865,,,61.60005,,,3.9976,3.64,0.3845,,3.75,1.8045,7.9585,90.6149,,,45.413,6.247,,3.6725,1.415,1.0
2001-5-25,,0.5216,0.376,,0.17875,2.3486,1.8045,1.5452,536.67,8.2771,2310.64,40.069,8.726,0.8591,298.44,101.23,46.95,,1760.325181,4.128,120.2,,1280.8,,0.704027,3.8,,,74.75,0.42315,9.1968,,61.60005,,,3.9963,3.64,0.3845,,3.75,1.8045,7.9195,90.7264,10.4775,1.7798,45.487,6.2388,,3.6725,1.4189,1.0
2001-5-28,,0.5203,0.376,,,2.3395,1.8101,1.5453,,,2339.98,,8.6778,0.8584,,101.35,46.94,,1752.769711,,121.0,,1288.5,0.30798,0.704027,3.8,,,74.75,0.42575,9.2166,,61.60005,,,4.0154,3.64,0.3845,,3.75,1.8101,7.9085,90.7483,10.5425,1.7789,45.588,6.2538,,3.6725,,1.0
2001-5-29,,0.5171,0.376,,0.1788,2.3257,1.8127,1.5373,537.01,8.2768,2339.98,40.03,8.7151,0.8552,297.37,102.91,46.97,,1752.804927,4.122,121.37,,1295.3,0.30798,0.704027,3.8,,,74.75,0.42305,9.2218,,61.60005,,,4.038,3.64,0.3845,,3.75,1.8127,7.9245,90.856,10.605,1.7833,45.556,6.2306,,3.6725,1.4187,1.0
2001-5-30,,0.52,0.376,,0.1783,,1.8107,1.546,536.79,8.2777,2331.91,39.94,8.7242,0.8558,296.51,103.64,46.96,,1752.286645,4.122,120.2,,1294.1,0.30798,0.704027,3.8,,,74.75,0.42025,9.2405,,61.60005,,,4.0232,3.64,0.3845,,3.75,1.8107,7.9665,91.0878,10.5775,1.7827,45.381,,,3.6725,1.4213,1.0
2001-5-31,,0.51,0.376,,0.1776,2.3588,1.8075,1.5457,537.22,8.277,2324.98,40.205,8.7874,0.848,299.01,104.98,46.99,,1754.740736,4.133,119.2,,1292.9,0.30798,0.704027,3.8,,,74.75,0.41555,9.3514,,61.60005,,,4.0083,3.64,0.3845,,3.75,1.8075,8.0235,91.5277,10.7275,1.7935,45.33,6.2365,,3.6725,1.4173,1.0
2001-6-1,,0.5064,0.376,,0.17765,2.3592,1.8083,1.532,537.4,8.2777,2327.25,40.197,8.8135,0.8478,300.26,103.27,47.05,,1754.547062,4.142,119.15,,1286.0,0.30798,0.704027,3.8,,,74.75,0.40895,9.415,,63.5892,,,3.9827,3.64,0.3845,,3.75,1.8083,8.0165,91.7774,10.7825,1.7945,45.422,6.2438,,3.6725,1.4182,1.0
2001-6-4,,0.5085,0.376,,0.17775,2.3825,1.8129,1.5357,537.3,8.277,2319.16,39.927,,0.8513,,,47.02,,1751.091322,4.162,119.4,,1282.2,0.30798,0.704027,3.8,,,,,,,63.5892,,,3.9746,3.64,0.3845,,3.75,1.8129,7.9945,91.6646,,,45.387,6.2285,,3.6725,1.419,1.0
2001-6-5,,0.5065,0.376,,0.17685,2.3621,1.813,1.5327,537.86,8.2769,2296.88,40.287,,0.8465,300.12,105.53,,,1757.791649,4.155,119.3,,1285.3,0.30828,0.704027,3.8,,,,0.41035,9.4141,,63.5892,,,3.9852,3.64,0.3845,,3.75,1.813,8.0555,,10.94,1.7925,,6.2402,,3.6725,1.4082,1.0
2001-6-6,,0.5157,0.376,,0.1767,2.3887,1.8115,1.5246,537.6,8.2772,2303.37,39.959,8.7361,0.8543,294.11,104.46,47.0,,1753.997863,4.142,120.5,,,0.30812,0.704027,3.8,,,,0.41375,9.3263,,63.5892,,,3.9711,3.64,0.3845,,3.75,1.8115,8.0615,90.7874,10.815,1.7789,45.02,6.2214,,3.6725,1.4027,1.0
2001-6-7,,0.5159,0.376,,0.1758,,1.8102,1.5209,537.78,8.2767,2303.38,40.193,8.7866,0.8466,294.49,104.17,46.98,,1757.248412,4.147,120.2,,1285.9,,0.704027,3.8,,,74.75,0.41205,9.397,,63.5892,,,3.9977,3.64,0.3845,,3.75,1.8102,8.0785,89.9032,10.965,1.7988,45.197,6.2317,,3.6725,1.382,1.0
2001-6-8,,0.5215,0.376,,0.1765,2.3872,1.8101,1.521,538.04,8.2767,2303.41,40.035,8.7686,0.8468,294.09,104.22,46.96,,1758.354581,4.147,120.2,,1287.8,,0.704027,3.8,,,74.75,0.41715,9.3895,,63.5892,,,3.9908,3.64,0.3845,,3.75,1.8101,8.0575,89.8625,10.995,1.7977,45.086,6.2383,,3.6725,1.3812,1.0
2001-6-11,,,0.376,,0.1763,2.3611,1.8117,1.5161,,8.2767,2296.31,40.138,8.778,0.8494,294.27,104.45,46.95,,1753.710011,4.148,121.15,,1285.8,0.30839,0.704027,3.8,,,74.75,0.41865,9.3637,,63.5892,,,3.9697,3.64,0.3845,,3.75,1.8117,8.1005,89.895,10.94,1.7936,45.156,6.22,,3.6725,1.3848,1.0
