ID Income Limit Rating Cards Age Education Sex Student Married Balance Caucasian Asian
262.0 180.379 9310.0 665.0 3.0 67.0 8.0 1.0 1.0 1.0 1050.0 0.0 1.0
263.0 10.588 4049.0 296.0 1.0 66.0 13.0 1.0 0.0 1.0 465.0 1.0 0.0
264.0 29.725 3536.0 270.0 2.0 52.0 15.0 1.0 0.0 0.0 133.0 0.0 0.0
265.0 27.999 5107.0 380.0 1.0 55.0 10.0 0.0 0.0 1.0 651.0 1.0 0.0
266.0 40.885 5013.0 379.0 3.0 46.0 13.0 1.0 0.0 1.0 549.0 0.0 0.0
267.0 88.83 4952.0 360.0 4.0 86.0 16.0 1.0 0.0 1.0 15.0 1.0 0.0
268.0 29.638 5833.0 433.0 3.0 29.0 15.0 1.0 0.0 1.0 942.0 0.0 1.0
269.0 25.988 1349.0 142.0 4.0 82.0 12.0 0.0 0.0 0.0 0.0 1.0 0.0
270.0 39.055 5565.0 410.0 4.0 48.0 18.0 1.0 0.0 1.0 772.0 1.0 0.0
271.0 15.866 3085.0 217.0 1.0 39.0 13.0 0.0 0.0 0.0 136.0 1.0 0.0
272.0 44.978 4866.0 347.0 1.0 30.0 10.0 1.0 0.0 0.0 436.0 1.0 0.0
273.0 30.413 3690.0 299.0 2.0 25.0 15.0 1.0 1.0 0.0 728.0 0.0 1.0
274.0 16.751 4706.0 353.0 6.0 48.0 14.0 0.0 1.0 0.0 1255.0 0.0 1.0
275.0 30.55 5869.0 439.0 5.0 81.0 9.0 1.0 0.0 0.0 967.0 0.0 0.0
276.0 163.329 8732.0 636.0 3.0 50.0 14.0 0.0 0.0 1.0 529.0 1.0 0.0
277.0 23.106 3476.0 257.0 2.0 50.0 15.0 1.0 0.0 0.0 209.0 1.0 0.0
278.0 41.532 5000.0 353.0 2.0 50.0 12.0 0.0 0.0 1.0 531.0 1.0 0.0
279.0 128.04 6982.0 518.0 2.0 78.0 11.0 1.0 0.0 1.0 250.0 1.0 0.0
280.0 54.319 3063.0 248.0 3.0 59.0 8.0 1.0 1.0 0.0 269.0 1.0 0.0
281.0 53.401 5319.0 377.0 3.0 35.0 12.0 1.0 0.0 0.0 541.0 0.0 0.0
282.0 36.142 1852.0 183.0 3.0 33.0 13.0 1.0 0.0 0.0 0.0 0.0 0.0
283.0 63.534 8100.0 581.0 2.0 50.0 17.0 1.0 0.0 1.0 1298.0 1.0 0.0
284.0 49.927 6396.0 485.0 3.0 75.0 17.0 1.0 0.0 1.0 890.0 1.0 0.0
285.0 14.711 2047.0 167.0 2.0 67.0 6.0 0.0 0.0 1.0 0.0 1.0 0.0
286.0 18.967 1626.0 156.0 2.0 41.0 11.0 1.0 0.0 1.0 0.0 0.0 1.0
287.0 18.036 1552.0 142.0 2.0 48.0 15.0 1.0 0.0 0.0 0.0 1.0 0.0
288.0 60.449 3098.0 272.0 4.0 69.0 8.0 0.0 0.0 1.0 0.0 1.0 0.0
289.0 16.711 5274.0 387.0 3.0 42.0 16.0 1.0 0.0 1.0 863.0 0.0 1.0
290.0 10.852 3907.0 296.0 2.0 30.0 9.0 0.0 0.0 0.0 485.0 1.0 0.0
291.0 26.37 3235.0 268.0 5.0 78.0 11.0 0.0 0.0 1.0 159.0 0.0 1.0
292.0 24.088 3665.0 287.0 4.0 56.0 13.0 1.0 0.0 1.0 309.0 1.0 0.0
293.0 51.532 5096.0 380.0 2.0 31.0 15.0 0.0 0.0 1.0 481.0 1.0 0.0
294.0 140.672 11200.0 817.0 7.0 46.0 9.0 0.0 0.0 1.0 1677.0 0.0 0.0
295.0 42.915 2532.0 205.0 4.0 42.0 13.0 0.0 0.0 1.0 0.0 0.0 1.0
296.0 27.272 1389.0 149.0 5.0 67.0 10.0 1.0 0.0 1.0 0.0 1.0 0.0
297.0 65.896 5140.0 370.0 1.0 49.0 17.0 1.0 0.0 1.0 293.0 1.0 0.0
298.0 55.054 4381.0 321.0 3.0 74.0 17.0 0.0 0.0 1.0 188.0 0.0 1.0
299.0 20.791 2672.0 204.0 1.0 70.0 18.0 1.0 0.0 0.0 0.0 0.0 0.0
300.0 24.919 5051.0 372.0 3.0 76.0 11.0 1.0 0.0 1.0 711.0 0.0 0.0
301.0 21.786 4632.0 355.0 1.0 50.0 17.0 0.0 0.0 1.0 580.0 1.0 0.0
302.0 31.335 3526.0 289.0 3.0 38.0 7.0 1.0 0.0 0.0 172.0 1.0 0.0
303.0 59.855 4964.0 365.0 1.0 46.0 13.0 1.0 0.0 1.0 295.0 1.0 0.0
304.0 44.061 4970.0 352.0 1.0 79.0 11.0 0.0 0.0 1.0 414.0 0.0 0.0
305.0 82.706 7506.0 536.0 2.0 64.0 13.0 1.0 0.0 1.0 905.0 0.0 1.0
306.0 24.46 1924.0 165.0 2.0 50.0 14.0 1.0 0.0 1.0 0.0 0.0 1.0
307.0 45.12 3762.0 287.0 3.0 80.0 8.0 0.0 0.0 1.0 70.0 1.0 0.0
308.0 75.406 3874.0 298.0 3.0 41.0 14.0 1.0 0.0 1.0 0.0 0.0 1.0
309.0 14.956 4640.0 332.0 2.0 33.0 6.0 0.0 0.0 0.0 681.0 0.0 1.0
310.0 75.257 7010.0 494.0 3.0 34.0 18.0 1.0 0.0 1.0 885.0 1.0 0.0
311.0 33.694 4891.0 369.0 1.0 52.0 16.0 0.0 1.0 0.0 1036.0 0.0 0.0
312.0 23.375 5429.0 396.0 3.0 57.0 15.0 1.0 0.0 1.0 844.0 1.0 0.0
313.0 27.825 5227.0 386.0 6.0 63.0 11.0 0.0 0.0 1.0 823.0 1.0 0.0
314.0 92.386 7685.0 534.0 2.0 75.0 18.0 1.0 0.0 1.0 843.0 0.0 1.0
315.0 115.52 9272.0 656.0 2.0 69.0 14.0 0.0 0.0 0.0 1140.0 0.0 0.0
316.0 14.479 3907.0 296.0 3.0 43.0 16.0 0.0 0.0 1.0 463.0 1.0 0.0
317.0 52.179 7306.0 522.0 2.0 57.0 14.0 0.0 0.0 0.0 1142.0 0.0 1.0
318.0 68.462 4712.0 340.0 2.0 71.0 16.0 0.0 0.0 1.0 136.0 1.0 0.0
319.0 18.951 1485.0 129.0 3.0 82.0 13.0 1.0 0.0 0.0 0.0 1.0 0.0
320.0 27.59 2586.0 229.0 5.0 54.0 16.0 0.0 0.0 1.0 0.0 0.0 0.0
321.0 16.279 1160.0 126.0 3.0 78.0 13.0 0.0 1.0 1.0 5.0 0.0 0.0
322.0 25.078 3096.0 236.0 2.0 27.0 15.0 1.0 0.0 1.0 81.0 1.0 0.0
323.0 27.229 3484.0 282.0 6.0 51.0 11.0 0.0 0.0 0.0 265.0 1.0 0.0
324.0 182.728 13913.0 982.0 4.0 98.0 17.0 0.0 0.0 1.0 1999.0 1.0 0.0
325.0 31.029 2863.0 223.0 2.0 66.0 17.0 0.0 1.0 1.0 415.0 0.0 1.0
326.0 17.765 5072.0 364.0 1.0 66.0 12.0 1.0 0.0 1.0 732.0 1.0 0.0
327.0 125.48 10230.0 721.0 3.0 82.0 16.0 0.0 0.0 1.0 1361.0 1.0 0.0
328.0 49.166 6662.0 508.0 3.0 68.0 14.0 1.0 0.0 0.0 984.0 0.0 1.0
329.0 41.192 3673.0 297.0 3.0 54.0 16.0 1.0 0.0 1.0 121.0 1.0 0.0
330.0 94.193 7576.0 527.0 2.0 44.0 16.0 1.0 0.0 1.0 846.0 1.0 0.0
331.0 20.405 4543.0 329.0 2.0 72.0 17.0 0.0 1.0 0.0 1054.0 0.0 1.0
332.0 12.581 3976.0 291.0 2.0 48.0 16.0 0.0 0.0 1.0 474.0 1.0 0.0
333.0 62.328 5228.0 377.0 3.0 83.0 15.0 0.0 0.0 0.0 380.0 1.0 0.0
334.0 21.011 3402.0 261.0 2.0 68.0 17.0 0.0 0.0 1.0 182.0 0.0 0.0
335.0 24.23 4756.0 351.0 2.0 64.0 15.0 1.0 0.0 1.0 594.0 1.0 0.0
336.0 24.314 3409.0 270.0 2.0 23.0 7.0 1.0 0.0 1.0 194.0 1.0 0.0
337.0 32.856 5884.0 438.0 4.0 68.0 13.0 0.0 0.0 0.0 926.0 1.0 0.0
338.0 12.414 855.0 119.0 3.0 32.0 12.0 0.0 0.0 1.0 0.0 0.0 0.0
339.0 41.365 5303.0 377.0 1.0 45.0 14.0 0.0 0.0 0.0 606.0 1.0 0.0
340.0 149.316 10278.0 707.0 1.0 80.0 16.0 0.0 0.0 0.0 1107.0 0.0 0.0
341.0 27.794 3807.0 301.0 4.0 35.0 8.0 1.0 0.0 1.0 320.0 0.0 0.0
342.0 13.234 3922.0 299.0 2.0 77.0 17.0 1.0 0.0 1.0 426.0 1.0 0.0
343.0 14.595 2955.0 260.0 5.0 37.0 9.0 0.0 0.0 1.0 204.0 0.0 0.0
344.0 10.735 3746.0 280.0 2.0 44.0 17.0 1.0 0.0 1.0 410.0 1.0 0.0
345.0 48.218 5199.0 401.0 7.0 39.0 10.0 0.0 0.0 1.0 633.0 0.0 1.0
346.0 30.012 1511.0 137.0 2.0 33.0 17.0 0.0 0.0 1.0 0.0 1.0 0.0
347.0 21.551 5380.0 420.0 5.0 51.0 18.0 0.0 0.0 1.0 907.0 0.0 1.0
348.0 160.231 10748.0 754.0 2.0 69.0 17.0 0.0 0.0 0.0 1192.0 1.0 0.0
349.0 13.433 1134.0 112.0 3.0 70.0 14.0 0.0 0.0 1.0 0.0 1.0 0.0
350.0 48.577 5145.0 389.0 3.0 71.0 13.0 1.0 0.0 1.0 503.0 0.0 1.0
351.0 30.002 1561.0 155.0 4.0 70.0 13.0 1.0 0.0 1.0 0.0 1.0 0.0
352.0 61.62 5140.0 374.0 1.0 71.0 9.0 0.0 0.0 1.0 302.0 1.0 0.0
353.0 104.483 7140.0 507.0 2.0 41.0 14.0 0.0 0.0 1.0 583.0 0.0 0.0
354.0 41.868 4716.0 342.0 2.0 47.0 18.0 0.0 0.0 0.0 425.0 1.0 0.0
355.0 12.068 3873.0 292.0 1.0 44.0 18.0 1.0 0.0 1.0 413.0 0.0 1.0
356.0 180.682 11966.0 832.0 2.0 58.0 8.0 1.0 0.0 1.0 1405.0 0.0 0.0
357.0 34.48 6090.0 442.0 3.0 36.0 14.0 0.0 0.0 0.0 962.0 1.0 0.0
358.0 39.609 2539.0 188.0 1.0 40.0 14.0 0.0 0.0 1.0 0.0 0.0 1.0
359.0 30.111 4336.0 339.0 1.0 81.0 18.0 0.0 0.0 1.0 347.0 1.0 0.0
360.0 12.335 4471.0 344.0 3.0 79.0 12.0 0.0 0.0 1.0 611.0 0.0 0.0
361.0 53.566 5891.0 434.0 4.0 82.0 10.0 1.0 0.0 0.0 712.0 1.0 0.0
362.0 53.217 4943.0 362.0 2.0 46.0 16.0 1.0 0.0 1.0 382.0 0.0 1.0
363.0 26.162 5101.0 382.0 3.0 62.0 19.0 1.0 0.0 0.0 710.0 0.0 0.0
364.0 64.173 6127.0 433.0 1.0 80.0 10.0 0.0 0.0 1.0 578.0 1.0 0.0
365.0 128.669 9824.0 685.0 3.0 67.0 16.0 0.0 0.0 1.0 1243.0 0.0 1.0
366.0 113.772 6442.0 489.0 4.0 69.0 15.0 0.0 1.0 1.0 790.0 1.0 0.0
367.0 61.069 7871.0 564.0 3.0 56.0 14.0 0.0 0.0 1.0 1264.0 1.0 0.0
368.0 23.793 3615.0 263.0 2.0 70.0 14.0 0.0 0.0 0.0 216.0 0.0 0.0
369.0 89.0 5759.0 440.0 3.0 37.0 6.0 1.0 0.0 0.0 345.0 1.0 0.0
370.0 71.682 8028.0 599.0 3.0 57.0 16.0 0.0 0.0 1.0 1208.0 1.0 0.0
371.0 35.61 6135.0 466.0 4.0 40.0 12.0 0.0 0.0 0.0 992.0 1.0 0.0
372.0 39.116 2150.0 173.0 4.0 75.0 15.0 0.0 0.0 0.0 0.0 1.0 0.0
373.0 19.782 3782.0 293.0 2.0 46.0 16.0 1.0 1.0 0.0 840.0 1.0 0.0
374.0 55.412 5354.0 383.0 2.0 37.0 16.0 1.0 1.0 1.0 1003.0 1.0 0.0
375.0 29.4 4840.0 368.0 3.0 76.0 18.0 1.0 0.0 1.0 588.0 1.0 0.0
376.0 20.974 5673.0 413.0 5.0 44.0 16.0 1.0 0.0 1.0 1000.0 1.0 0.0
377.0 87.625 7167.0 515.0 2.0 46.0 10.0 1.0 0.0 0.0 767.0 0.0 0.0
378.0 28.144 1567.0 142.0 3.0 51.0 10.0 0.0 0.0 1.0 0.0 1.0 0.0
379.0 19.349 4941.0 366.0 1.0 33.0 19.0 0.0 0.0 1.0 717.0 1.0 0.0
380.0 53.308 2860.0 214.0 1.0 84.0 10.0 0.0 0.0 1.0 0.0 1.0 0.0
381.0 115.123 7760.0 538.0 3.0 83.0 14.0 1.0 0.0 0.0 661.0 0.0 0.0
382.0 101.788 8029.0 574.0 2.0 84.0 11.0 0.0 0.0 1.0 849.0 1.0 0.0
383.0 24.824 5495.0 409.0 1.0 33.0 9.0 0.0 1.0 0.0 1352.0 1.0 0.0
384.0 14.292 3274.0 282.0 9.0 64.0 9.0 0.0 0.0 1.0 382.0 1.0 0.0
385.0 20.088 1870.0 180.0 3.0 76.0 16.0 0.0 0.0 0.0 0.0 0.0 0.0
386.0 26.4 5640.0 398.0 3.0 58.0 15.0 1.0 0.0 0.0 905.0 0.0 1.0
387.0 19.253 3683.0 287.0 4.0 57.0 10.0 0.0 0.0 0.0 371.0 0.0 0.0
388.0 16.529 1357.0 126.0 3.0 62.0 9.0 0.0 0.0 0.0 0.0 0.0 1.0
389.0 37.878 6827.0 482.0 2.0 80.0 13.0 1.0 0.0 0.0 1129.0 1.0 0.0
390.0 83.948 7100.0 503.0 2.0 44.0 18.0 0.0 0.0 0.0 806.0 1.0 0.0
391.0 135.118 10578.0 747.0 3.0 81.0 15.0 1.0 0.0 1.0 1393.0 0.0 1.0
392.0 73.327 6555.0 472.0 2.0 43.0 15.0 1.0 0.0 0.0 721.0 1.0 0.0
393.0 25.974 2308.0 196.0 2.0 24.0 10.0 0.0 0.0 0.0 0.0 0.0 1.0
394.0 17.316 1335.0 138.0 2.0 65.0 13.0 0.0 0.0 0.0 0.0 0.0 0.0
395.0 49.794 5758.0 410.0 4.0 40.0 8.0 0.0 0.0 0.0 734.0 1.0 0.0
396.0 12.096 4100.0 307.0 3.0 32.0 13.0 0.0 0.0 1.0 560.0 1.0 0.0
397.0 13.364 3838.0 296.0 5.0 65.0 17.0 0.0 0.0 0.0 480.0 0.0 0.0
398.0 57.872 4171.0 321.0 5.0 67.0 12.0 1.0 0.0 1.0 138.0 1.0 0.0
399.0 37.728 2525.0 192.0 1.0 44.0 13.0 0.0 0.0 1.0 0.0 1.0 0.0
400.0 18.701 5524.0 415.0 5.0 64.0 7.0 1.0 0.0 0.0 966.0 0.0 1.0
